english,hinglish,hinglish_dev,pred_hinglish_dev,pred_hinglish
@ARangarajan1972 sir we need to remove that cute bird and put something else for rohit sharma. he's on fire.,@ARangarajan1972 Sir Mohit Sharma keliye woh cute Bird .. ko Nikalke .. kuch aur daalna padega ... He us ON FIRE ðŸ’•ðŸ‘ðŸ‘ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ˜‚ðŸ˜‚ðŸ˜‚,@अरंगराजन१९७२ सिर मोहित शर्मा केलिए वोह क्यूट बर्ड .. को निकलके .. कुच और डालना पड़ेगा ... हे यूएस ओन फायर ðÿ’•ðÿ‘ðÿ‘ðÿ‘œðÿ‘œðÿ‘œðÿ˜‚ðÿ˜‚ðÿ˜‚,@ARangarajan1972 सिर हमे उस क्यूट बर्ड को हटाना है और रोहित शर्मा के लिए कुछ और डालना है. आग लगी है।,@arangarajan1972 sir hamey usa cute bird coo hataana hai our rohit sharma key lie kuchha our dalna hai. aug luggy hai.
"@Ra_Bies Subbah i drank till 5 in the morning, i drank a lot. evry body part is hurting now, like my heart","@Ra_Bies Subbah 5 baje tak pi, bahot pi. Kitni pi yaad nahi aa raha. HAr ek body part mein dard hai, jaise dil mein","@रा_बाइस सुब्बा ५ बजे तक पी, बहोत पी. कितनी पी याद नही आ रहा. हर एक बॉडी पार्ट में दर्द है, जैसे दिल में","@Ra_Bies सुबह 5 बजे तक पिया, बहुत पिया. एवरी बॉडी पार्ट अब दर्द हो रहा है, दिल की तरह","@ra_bies subah 5 baje tuck piyaa, bahut piyaa. every body part ab dard how rahaa hai, dill key tarah"
#movienight tomorrow at the student union. @ 8pm the movie will be safe house ! #teamuapb,#movienight tomorrow at the student union @ 8pm the movie will be safe house ! #teamuapb,#मूवीनाइट टॉमोरो एट थे स्टूडेंट यूनियन @ ८पीम थे मूवी विल बे सेफ हाउस ! #टीमुअप्ब,#movienight कल एट द स्टूडेंट यूनियन. @8पीएम मूवी सेफ हाउस होगी! #teamuapb,#movienight call ait dada student union. @8pm movie safe house hogi! #teamuapb
@BeSharmaji i bought bike for this reason,@BeSharmaji isiliye maine bike khareedi,@बेशरमाजी इसीलिए मैने बाइक खरीदी,@BeSharmaji मैंने इस वजह से बाइक खरीदी है,@besharmaji maine iss vajah say bike kharidi hai
Saif Ali Khan is trending. Is Kareena Kapoor pregnant?,Saif Ali Khan is trending. Is Kareena Kapoor pregnant?,सैफ अली खान इस ट्रेंडिंग. इस करीना कपूर प्रेग्नेंट?,सैफ अली खान ट्रेंड कर रहे हैं. करीना कपूर प्रेग्नेंट हैं?,saif ally khaan trend cur rahe hain. karina kapoor pregnant hain?
problems and potty can come at anytime. https://twitter.com/Champ_Nikk/status/789160393365159936 …,Musibat aur tatti kabhi bhi aa sakti hai.. https://twitter.com/Champ_Nikk/status/789160393365159936 …,मुसीबत और टट्टी कभी भी आ सकती है.. एचटीटीपीएस://ट्विटर.कॉम/चैंप_निक्क/स्टेटस/७८९१६०३९३३६५१५९९३६ …,प्रॉब्लम्स एंड पॉटी कभी भी आ सकता है. https://twitter.com/Champ_Nikk/status/789160393365159936...,problems end potty kabhi bhi aa sakta hai. https://twitter.com/champ_nikk/status/789160393365159936...
@miss_cherished what's the point of talking in phone while driving car @PAYBACKIndia #PointKyaHai,@miss_cherished Car drive karte hure phone pe baat karne ka @PAYBACKIndia #PointKyaHai Point Kya Hai,@मिस_चेरिश्ड कार ड्राइव करते हुरे फोन पे बात करने का @पेबैकइंडिया #पॉइंटक्याहै पॉइंट क्या है,@miss_cherished गाड़ी चलाते वक़्त फ़ोन में बात करने का क्या मतलब है @PAYBACKIndia #PointKyaHai,@miss_cherished gaadi chalaate vaqt phone main baat karane kaa kya matlab hai @paybackindia #pointkyahai
"Brother great, amazing wonderfull",Bhaiii ...greatttt<3<3<3 amazinggg wonderfullll,भाई ...ग्रेटट<३<३<३ अमेजिंग वंडरफुल,"ब्रदर ग्रेट, अमेजिंग वंडरल","brother grate, amazing vandaral"
"don't go outside guddu, untilthe world cup is over","guddu world cup khatam na ho jaye tab tak tu bahar mat jana ....,","गुड्डू वर्ल्ड कप खतम ना हो जाए तब तक टू बाहर मत जाना ....,","गुड्डू के बाहर मत जाओ, वर्ल्ड कप खत्म होने तक","guddu key baahar mutt jaao, world cup khatm honey tuck"
"Maid of @MasalaBai: ma'am, what food should i cook?

MasalaBai: ask your master.. i've been eating abuses on twitter since morning","Maid of @MasalaBai: Memsaab.. Khane me kya banau..

MasalaBai: Sahab se pooch lo.. Mein to subah se Twitter pe gaaliya kha rahi hu..","मैद ओएफ @मसालाबाई: मेमसाब.. खाने मे क्या बनाऊ..

मसालाबाई: साहब से पूछ लो.. में तो सुबह से ट्विटर पे गालिया खा रही हू..","मेड ऑफ़ @MasalaBai: मैम, क्या खाना बनाना चाहिए? मसालाबाईः आस्क योर मास्टर.....................................................................................................................................................................................","maid off @masalabai: maim, kya khana banana chaahiye? masalabaih ask yore master....................................................................................................................................................................................."
"@fussytharoor @LeftArmOver_ Hey, Sir is also from Calcutta. He also maybe having knowledge.",@fussytharoor @LeftArmOver_ Arey sirji bhi Calcutta ke hain. Inko bhi ilm hoga.,@फुस्सीथरूर @लेफ्टारमूवर_ अरे सिरजी भी कलकत्ता के हैं. इनको भी इल्म होगा।,"@fussytharoor @LeftArmOver_ अरे, सिर भी कलकत्ता से है. उसे भी शायद नॉलेज है।","@fussytharoor @leftarmover_ array, sir bhi kalkatta say hai. use bhi shayed nollege hai."
