english,hinglish,hinglish_dev,pred_hinglish_dev,pred_hinglish
"i can see god in you, what should I do! pic.twitter.com/sTI3w1I7Ry","Tujh mein rab dikhta hai, yaara main kya karoonpic.twitter.com/sTI3w1I7Ry","तुझ में रब दिखता है, यारा मैं क्या करूनपिक.ट्विटर.कॉम/स्टी३डब्लू१आई७राय","मैं आप में भगवान को देख सकता हूँ, मुझे क्या करना चाहिए!","main aap main bhagwan coo dekh sakta hoon, mujhe kya karna chaahiye!"
@ARangarajan1972 sir we need to remove that cute bird and put something else for rohit sharma. he's on fire.,@ARangarajan1972 Sir Mohit Sharma keliye woh cute Bird .. ko Nikalke .. kuch aur daalna padega ... He us ON FIRE ðŸ’•ðŸ‘ðŸ‘ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ˜‚ðŸ˜‚ðŸ˜‚,@अरंगराजन१९७२ सिर मोहित शर्मा केलिए वोह क्यूट बर्ड .. को निकलके .. कुच और डालना पड़ेगा ... हे यूएस ओन फायर ðÿ’•ðÿ‘ðÿ‘ðÿ‘œðÿ‘œðÿ‘œðÿ˜‚ðÿ˜‚ðÿ˜‚,"@ARangarajan1972 सर, हमें उस प्यारे पक्षी को हटाना है और रोहित शर्मा के लिए कुछ और रखना है. वह आग में जल रहा है।","@arangarajan1972 ser, hamein usa pyaare pakshi coo hataana hai our rohit sharma key lie kuchha our rakhna hai. wah aug main jal rahaa hai."
"@Ra_Bies Subbah i drank till 5 in the morning, i drank a lot. evry body part is hurting now, like my heart","@Ra_Bies Subbah 5 baje tak pi, bahot pi. Kitni pi yaad nahi aa raha. HAr ek body part mein dard hai, jaise dil mein","@रा_बाइस सुब्बा ५ बजे तक पी, बहोत पी. कितनी पी याद नही आ रहा. हर एक बॉडी पार्ट में दर्द है, जैसे दिल में","@Ra_Bies सुब्बाह मैंने सुबह 5 बजे तक पीया, मैंने बहुत पीया। अब मेरे दिल की तरह शरीर के अंगों में दर्द हो रहा है।","@ra_bies subbah maine subah 5 baje tuck peeya, maine bahut peeya. ab mere dill key tarah shareer key angon main dard how rahaa hai."
#movienight tomorrow at the student union. @ 8pm the movie will be safe house ! #teamuapb,#movienight tomorrow at the student union @ 8pm the movie will be safe house ! #teamuapb,#मूवीनाइट टॉमोरो एट थे स्टूडेंट यूनियन @ ८पीम थे मूवी विल बे सेफ हाउस ! #टीमुअप्ब,#movienight कल छात्र संघ में। @रात 8 बजे फिल्म सुरक्षित घर होगी! #teamuapb,#movienight call chhaatr sangh main. @raat 8 baje film surakshit ghar hogi! #teamuapb
@BeSharmaji i bought bike for this reason,@BeSharmaji isiliye maine bike khareedi,@बेशरमाजी इसीलिए मैने बाइक खरीदी,@BeSharmaji मैंने इस कारण से बाइक खरीदी है,@besharmaji maine iss kaaran say bike kharidi hai
Saif Ali Khan is trending. Is Kareena Kapoor pregnant?,Saif Ali Khan is trending. Is Kareena Kapoor pregnant?,सैफ अली खान इस ट्रेंडिंग. इस करीना कपूर प्रेग्नेंट?,सैफ अली खान ट्रेंड कर रहे हैं। क्या करीना कपूर प्रेग्नेंट हैं?,saif ally khaan trend cur rahe hain. kya karina kapoor pregnant hain?
problems and potty can come at anytime. https://twitter.com/Champ_Nikk/status/789160393365159936 …,Musibat aur tatti kabhi bhi aa sakti hai.. https://twitter.com/Champ_Nikk/status/789160393365159936 …,मुसीबत और टट्टी कभी भी आ सकती है.. एचटीटीपीएस://ट्विटर.कॉम/चैंप_निक्क/स्टेटस/७८९१६०३९३३६५१५९९३६ …,समस्याएँ और पॉटी कभी भी आ सकते हैं। https://twitter.com/Champ_Nikk/status/789160393365159936...,samasyaaen our potty kabhi bhi aa sakate hain. https://twitter.com/champ_nikk/status/789160393365159936...
@miss_cherished what's the point of talking in phone while driving car @PAYBACKIndia #PointKyaHai,@miss_cherished Car drive karte hure phone pe baat karne ka @PAYBACKIndia #PointKyaHai Point Kya Hai,@मिस_चेरिश्ड कार ड्राइव करते हुरे फोन पे बात करने का @पेबैकइंडिया #पॉइंटक्याहै पॉइंट क्या है,@miss_cherished गाड़ी चलाते समय फ़ोन में बात करने का क्या मतलब है @PAYBACKIndia #PointKyaHai,@miss_cherished gaadi chalaate samay phone main baat karane kaa kya matlab hai @paybackindia #pointkyahai
"Brother great, amazing wonderfull",Bhaiii ...greatttt<3<3<3 amazinggg wonderfullll,भाई ...ग्रेटट<३<३<३ अमेजिंग वंडरफुल,"भाई महान, अद्भुत अद्भुत","bhaai mahaan, adbhut adbhut"
"don't go outside guddu, untilthe world cup is over","guddu world cup khatam na ho jaye tab tak tu bahar mat jana ....,","गुड्डू वर्ल्ड कप खतम ना हो जाए तब तक टू बाहर मत जाना ....,","जब तक विश्व कप खत्म नहीं हो जाता, तब तक गुड्डू से बाहर न जाएँ।","jab tuck vishwa cup khatm nahin how jaataa, tab tuck guddu say baahar na jaaen."
"Maid of @MasalaBai: ma'am, what food should i cook?

MasalaBai: ask your master.. i've been eating abuses on twitter since morning","Maid of @MasalaBai: Memsaab.. Khane me kya banau..

MasalaBai: Sahab se pooch lo.. Mein to subah se Twitter pe gaaliya kha rahi hu..","मैद ओएफ @मसालाबाई: मेमसाब.. खाने मे क्या बनाऊ..

मसालाबाई: साहब से पूछ लो.. में तो सुबह से ट्विटर पे गालिया खा रही हू..","@MasalaBai की नौकरानीः मैम, मुझे क्या खाना बनाना चाहिए? मसाला बाईः अपने गुरु से पूछिए... मैं सुबह से ट्विटर पर गालियाँ खा रही हूँ।","@masalabai key naukaraaneeh maim, mujhe kya khana banana chaahiye? masala baaih apane guru say poochhiye... main subah say twitter per gaaliyan khaa rahee hoon."
"@fussytharoor @LeftArmOver_ Hey, Sir is also from Calcutta. He also maybe having knowledge.",@fussytharoor @LeftArmOver_ Arey sirji bhi Calcutta ke hain. Inko bhi ilm hoga.,@फुस्सीथरूर @लेफ्टारमूवर_ अरे सिरजी भी कलकत्ता के हैं. इनको भी इल्म होगा।,"@fussytharoor @LeftArmOver_ अरे, सर भी कलकत्ता से हैं। शायद उन्हें भी ज्ञान है।","@fussytharoor @leftarmover_ array, ser bhi kalkatta say hain. shayed unhein bhi gyaan hai."
"give  unbearable pain.
commit one more mistake, carolina","Chalni karde seena..
Ek aur galti karde Carolina..","चलनी करदे सीना..
एक और गलती करदे कैरोलिना..","असहनीय दर्द दो. एक और गलती करो, कैरोलिना","asahaniya dard doe. ack our galati karo, carolina"
"a great read with your saturday morning coffee .i'm voting for a pres working on social justice ,tolerance; equality .http/URL","a great read with your saturday morning coffee .i'm voting for a pres working on social justice ,tolerance ,&amp; equality .http/URL","आ ग्रेट रीड विथ यूर सतुर्दय मॉर्निंग कॉफी .आई'एम वोटिंग फोर आ प्रेस वर्किंग ओन सोशल जस्टिस ,टॉलरेंस ,&एएमपी; इक्वालिटी .एचटीटीपी/उर्ल","आपकी शनिवार की सुबह की कॉफी के साथ एक बहुत अच्छा पढ़ा। मैं सामाजिक न्याय, सहिष्णुता पर काम करने वाले एक प्रेस के लिए मतदान कर रहा हूँ; समानता।","aapaki shaniwar key subah key coffee key saath ack bahut achcha padhaa. main samajik nyay, sahishnuta per kaam karane vaale ack press key lie matdan cur rahaa hoon; samaantaa."
